[67015-2035] HAUTE PROTECTION High Protection Tinted Compact Broad Spectrum SPF 50 Honey (TITANIUM DIOXIDE, ZINC OXIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** TITANIUM DIOXIDE; ZINC OXIDE  **Strength:** 13.7; 4.9 g/100g; g/100g  **Dosage form:** Cream  **Route:** Topical  **Labeler:** Pierre Fabre USA Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67015-2036] HAUTE PROTECTION High Protection Tinted Compact Broad Spectrum SPF 50 Beige (TITANIUM DIOXIDE, ZINC OXIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** TITANIUM DIOXIDE; ZINC OXIDE  **Strength:** 13.7; 4.9 g/100g; g/100g  **Dosage form:** Cream  **Route:** Topical  **Labeler:** Pierre Fabre USA Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67038-203] Bliss Block Star Sheer Liquid Daily Sunscreen SPF 50 (Zinc Oxide) -- **Product type:** Human Otc Drug  **Active ingredient:** ZINC OXIDE  **Strength:** 20 g/100mL  **Dosage form:** Lotion  **Route:** Topical  **Labeler:** Bliss Products Holdings LLC  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67091-394] Daytime Cold and Flu (Acetaminophen, Dextromethorphan HBr, Phenylephrine HCL) -- **Product type:** Human Otc Drug  **Active ingredient:** ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE  **Strength:** 325; 10; 5 mg/1; mg/1; mg/1  **Dosage form:** Capsule, Liquid Filled  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M012)  **Pharmacologic class:** Adrenergic alpha1-Agonists [MoA], Sigma-1 Agonist [EPC], Sigma-1 Receptor Agonists [MoA], Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC], Uncompetitive NMDA Receptor Antagonists [MoA], alpha-1 Adrenergic Agonist [EPC]
[67091-395] NightTime Cold and Flu (ACETAMINOPHEN DEXTROMETHORPHAN HYDROBROMIDE DOXYLAMINE SUCCINATE) -- **Product type:** Human Otc Drug  **Active ingredient:** ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE  **Strength:** 325; 15; 6.25 mg/1; mg/1; mg/1  **Dosage form:** Capsule, Liquid Filled  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M012)  **Pharmacologic class:** Antihistamine [EPC], Histamine Receptor Antagonists [MoA], Sigma-1 Agonist [EPC], Sigma-1 Receptor Agonists [MoA], Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC], Uncompetitive NMDA Receptor Antagonists [MoA]
[67091-401] Arthritis Pain Relief (Acetaminophen) -- **Product type:** Human Otc Drug  **Active ingredient:** ACETAMINOPHEN  **Strength:** 650 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** WINCO FOODS, LLC  **Marketing category:** ANDA (ANDA211544)
[67091-403] Mucus Relief (Guaifenesin) -- **Product type:** Human Otc Drug  **Active ingredient:** GUAIFENESIN  **Strength:** 600 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** WINCO FOODS, LLC  **Marketing category:** ANDA (ANDA213420)  **Pharmacologic class:** Decreased Respiratory Secretion Viscosity [PE], Expectorant [EPC], Increased Respiratory Secretions [PE]
[67091-404] Mucus Relief (Guaifenesin) -- **Product type:** Human Otc Drug  **Active ingredient:** GUAIFENESIN  **Strength:** 1200 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** WINCO FOODS, LLC  **Marketing category:** ANDA (ANDA213420)  **Pharmacologic class:** Decreased Respiratory Secretion Viscosity [PE], Expectorant [EPC], Increased Respiratory Secretions [PE]
[67091-405] Anti Diarrheal (Loperamide HCL) -- **Product type:** Human Otc Drug  **Active ingredient:** LOPERAMIDE HYDROCHLORIDE  **Strength:** 2 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** WinCo Foods  **Marketing category:** ANDA (ANDA076497)  **Pharmacologic class:** Opioid Agonist [EPC], Opioid Agonists [MoA]
[67091-406] Isopropyl alcohol (Isopropyl alcohol) -- **Product type:** Human Otc Drug  **Active ingredient:** ISOPROPYL ALCOHOL  **Strength:** 70 mL/100mL  **Dosage form:** Liquid  **Route:** Topical  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M003)
[67091-407] Hydrogen Peroxide (Hydrogen Peroxide) -- **Product type:** Human Otc Drug  **Active ingredient:** HYDROGEN PEROXIDE  **Strength:** 2.65 mL/100mL  **Dosage form:** Liquid  **Route:** Topical  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M022)
[67091-408] Loratadine (Loratadine) -- **Product type:** Human Otc Drug  **Active ingredient:** LORATADINE  **Strength:** 10 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Winco Foods, LLC.  **Marketing category:** ANDA (ANDA208314)
[67091-410] Winco Foods Medicated Chest Rub (Camphor (synthetic), Eucalyptus oil, and Menthol) -- **Product type:** Human Otc Drug  **Active ingredient:** CAMPHOR (SYNTHETIC); EUCALYPTUS OIL; MENTHOL  **Strength:** .048; .012; .026 g/g; g/g; g/g  **Dosage form:** Ointment  **Route:** Topical  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M012)
[67091-411] WinCo FoodsPetroleum Jelly (White Petrolatum) -- **Product type:** Human Otc Drug  **Active ingredient:** PETROLATUM  **Strength:** 100 g/100g  **Dosage form:** Jelly  **Route:** Topical  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M016)
[67091-412] WinCo FoodsPetroleum Jelly (White Petrolatum) -- **Product type:** Human Otc Drug  **Active ingredient:** PETROLATUM  **Strength:** 100 g/100g  **Dosage form:** Jelly  **Route:** Topical  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M016)
[67091-413] Sleep Aid (Diphenhydramine HCL) -- **Product type:** Human Otc Drug  **Active ingredient:** DIPHENHYDRAMINE HYDROCHLORIDE  **Strength:** 50 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M010)  **Pharmacologic class:** Histamine H1 Receptor Antagonists [MoA], Histamine-1 Receptor Antagonist [EPC]
[67091-419] WinCo Foods Hydrocortisone Cream Intensive Healing (Hydrocortisone) -- **Product type:** Human Otc Drug  **Active ingredient:** HYDROCORTISONE  **Strength:** 10 mg/g  **Dosage form:** Cream  **Route:** Topical  **Labeler:** WINCO FOODS, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M016)  **Pharmacologic class:** Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]
[67091-425] Allergy Relief (Diphenhydramine HCl) -- **Product type:** Human Otc Drug  **Active ingredient:** DIPHENHYDRAMINE HYDROCHLORIDE  **Strength:** 12.5 mg/1  **Dosage form:** Tablet, Chewable  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M012)  **Pharmacologic class:** Histamine H1 Receptor Antagonists [MoA], Histamine-1 Receptor Antagonist [EPC]
[67091-426] Cold and Flu HBP (Acetaminophen, Chlorpheniramine maleate) -- **Product type:** Human Otc Drug  **Active ingredient:** ACETAMINOPHEN; CHLORPHENIRAMINE MALEATE  **Strength:** 325; 2 mg/1; mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M012)  **Pharmacologic class:** Histamine H1 Receptor Antagonists [MoA], Histamine-1 Receptor Antagonist [EPC]
[67091-430] Back and Body Pain Relief (Aspirin, Caffeine) -- **Product type:** Human Otc Drug  **Active ingredient:** ASPIRIN; CAFFEINE  **Strength:** 500; 32.5 mg/1; mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M013)  **Pharmacologic class:** Anti-Inflammatory Agents, Non-Steroidal [CS], Central Nervous System Stimulant [EPC], Central Nervous System Stimulation [PE], Cyclooxygenase Inhibitors [MoA], Decreased Platelet Aggregation [PE], Decreased Prostaglandin Production [PE], Methylxanthine [EPC], Nonsteroidal Anti-inflammatory Drug [EPC], Platelet Aggregation Inhibitor [EPC], Xanthines [CS]
[67091-439] Advanced Hand Sanitizer (Ethyl Alcohol) -- **Product type:** Human Otc Drug  **Active ingredient:** ALCOHOL  **Strength:** 700 mg/mL  **Dosage form:** Gel  **Route:** Topical  **Labeler:** Winco Foods  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))
[67091-447] Winco (Polyethylene Glycol 3350) -- **Product type:** Human Otc Drug  **Active ingredient:** POLYETHYLENE GLYCOL 3350  **Strength:** 17 g/17g  **Dosage form:** Powder, For Solution  **Route:** Oral  **Labeler:** WINCO FOODS  **Marketing category:** ANDA (ANDA202071)  **Pharmacologic class:** Osmotic Activity [MoA], Osmotic Laxative [EPC], Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]
[67091-448] Winco Foods Effervescent Pain Relief (Aspirin) -- **Product type:** Human Otc Drug  **Active ingredient:** ASPIRIN  **Strength:** 325 mg/1  **Dosage form:** Tablet, Effervescent  **Route:** Oral  **Labeler:** Winco Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M013)  **Pharmacologic class:** Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Decreased Platelet Aggregation [PE], Decreased Prostaglandin Production [PE], Nonsteroidal Anti-inflammatory Drug [EPC], Platelet Aggregation Inhibitor [EPC]
[67091-452] Laxative (Bisacodyl) -- **Product type:** Human Otc Drug  **Active ingredient:** BISACODYL  **Strength:** 5 mg/1  **Dosage form:** Tablet, Delayed Release  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))  **Pharmacologic class:** Increased Large Intestinal Motility [PE], Stimulant Laxative [EPC], Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]
[67091-457] WINCO (Acetaminophen, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl) -- **Product type:** Human Otc Drug  **Active ingredient:** ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE  **Strength:** 650; 20; 400; 10 mg/20mL; mg/20mL; mg/20mL; mg/20mL  **Dosage form:** Solution  **Route:** Oral  **Labeler:** WINCO FOODS, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M012)  **Pharmacologic class:** Adrenergic alpha1-Agonists [MoA], Decreased Respiratory Secretion Viscosity [PE], Expectorant [EPC], Increased Respiratory Secretions [PE], Sigma-1 Agonist [EPC], Sigma-1 Receptor Agonists [MoA], Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC], Uncompetitive NMDA Receptor Antagonists [MoA], alpha-1 Adrenergic Agonist [EPC]
[67091-462] Mint Alcohol Free (Cetylpyridinium Chloride) -- **Product type:** Human Otc Drug  **Active ingredient:** CETYLPYRIDINIUM CHLORIDE  **Strength:** .7 mg/mL  **Dosage form:** Mouthwash  **Route:** Oral  **Labeler:** WinCo Foods LLC  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))
[67091-464] Omeprazole (Omeprazole) -- **Product type:** Human Otc Drug  **Active ingredient:** OMEPRAZOLE MAGNESIUM  **Strength:** 20.6 mg/1  **Dosage form:** Tablet, Delayed Release  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** ANDA (ANDA206582)  **Pharmacologic class:** Cytochrome P450 2C19 Inhibitors [MoA], Proton Pump Inhibitor [EPC], Proton Pump Inhibitors [MoA]
[67091-469] Tussin DM Cough and Chest (Dextromethorphan HBr, Guaifenesin) -- **Product type:** Human Otc Drug  **Active ingredient:** DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN  **Strength:** 20; 200 mg/10mL; mg/10mL  **Dosage form:** Liquid  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M012)  **Pharmacologic class:** Decreased Respiratory Secretion Viscosity [PE], Expectorant [EPC], Increased Respiratory Secretions [PE], Sigma-1 Agonist [EPC], Sigma-1 Receptor Agonists [MoA], Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC], Uncompetitive NMDA Receptor Antagonists [MoA]
[67091-470] Tussin CF (Dextromethorphan HBr Guaifenesin Phenylephrine HCl) -- **Product type:** Human Otc Drug  **Active ingredient:** DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE  **Strength:** 20; 200; 10 mg/10mL; mg/10mL; mg/10mL  **Dosage form:** Liquid  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M012)  **Pharmacologic class:** Adrenergic alpha1-Agonists [MoA], Decreased Respiratory Secretion Viscosity [PE], Expectorant [EPC], Increased Respiratory Secretions [PE], Sigma-1 Agonist [EPC], Sigma-1 Receptor Agonists [MoA], Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC], Uncompetitive NMDA Receptor Antagonists [MoA], alpha-1 Adrenergic Agonist [EPC]
[67091-493] Allergy Relief (Loratadine) -- **Product type:** Human Otc Drug  **Active ingredient:** LORATADINE  **Strength:** 10 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** ANDA (ANDA210722)
[67091-494] Allergy Relief (Cetirizine hydrochloride) -- **Product type:** Human Otc Drug  **Active ingredient:** CETIRIZINE HYDROCHLORIDE  **Strength:** 10 mg/1  **Dosage form:** Tablet, Coated  **Route:** Oral  **Labeler:** WINCO FOODS, LLC  **Marketing category:** ANDA (ANDA209274)  **Pharmacologic class:** Histamine H1 Receptor Antagonists [MoA], Histamine-1 Receptor Antagonist [EPC]
[67091-630] Nighttime Sleep Aid (DIPHENHYDRAMINE HYDROCHLORIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** DIPHENHYDRAMINE HYDROCHLORIDE  **Strength:** 50 mg/30mL  **Dosage form:** Liquid  **Route:** Oral  **Labeler:** WINCO FOODS, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M010)  **Pharmacologic class:** Histamine H1 Receptor Antagonists [MoA], Histamine-1 Receptor Antagonist [EPC]
[67091-691] Tussin CF (Dextromethorphan HBr Guaifenesin Phenylephrine HCl) -- **Product type:** Human Otc Drug  **Active ingredient:** DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE  **Strength:** 20; 200; 10 mg/10mL; mg/10mL; mg/10mL  **Dosage form:** Liquid  **Route:** Oral  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M012)  **Pharmacologic class:** Adrenergic alpha1-Agonists [MoA], Decreased Respiratory Secretion Viscosity [PE], Expectorant [EPC], Increased Respiratory Secretions [PE], Sigma-1 Agonist [EPC], Sigma-1 Receptor Agonists [MoA], Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC], Uncompetitive NMDA Receptor Antagonists [MoA], alpha-1 Adrenergic Agonist [EPC]
[67091-750] Corn Removers (Salicylic Acid) -- **Product type:** Human Otc Drug  **Active ingredient:** SALICYLIC ACID  **Strength:** 400 mg/g  **Dosage form:** Patch  **Route:** Topical  **Labeler:** WinCo Foods LLC  **Marketing category:** OTC MONOGRAPH DRUG (M030)
[67091-751] Liquid Bandage (Benzethonium chloride Plus Dyclonine hydrochloride) -- **Product type:** Human Otc Drug  **Active ingredient:** BENZETHONIUM CHLORIDE; DYCLONINE HYDROCHLORIDE  **Strength:** 2; 7.5 mg/mL; mg/mL  **Dosage form:** Liquid  **Route:** Topical  **Labeler:** WinCo Foods LLC  **Marketing category:** OTC MONOGRAPH DRUG (M003)
[67091-752] Liquid Wart Remover (Salicylic Acid) -- **Product type:** Human Otc Drug  **Active ingredient:** SALICYLIC ACID  **Strength:** 170 mg/mL  **Dosage form:** Liquid  **Route:** Topical  **Labeler:** WinCo Foods LLC  **Marketing category:** OTC MONOGRAPH DRUG (M028)
[67091-753] Maximum Strength Antifungal Liquid (Tolnaftate) -- **Product type:** Human Otc Drug  **Active ingredient:** TOLNAFTATE  **Strength:** 10 mg/mL  **Dosage form:** Liquid  **Route:** Topical  **Labeler:** WinCo Foods LLC  **Marketing category:** OTC MONOGRAPH DRUG (M005)
[67091-804] Isopropyl Alcohol (Isopropyl Alcohol) -- **Product type:** Human Otc Drug  **Active ingredient:** ISOPROPYL ALCOHOL  **Strength:** 91 mL/100mL  **Dosage form:** Liquid  **Route:** Topical  **Labeler:** WinCo Foods, LLC  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))
[67091-914] Winco Cold and Hot Medicated Patch Large (Menthol) -- **Product type:** Human Otc Drug  **Active ingredient:** MENTHOL  **Strength:** 50 mg/1  **Dosage form:** Patch  **Route:** Topical  **Labeler:** WINCO FOODS, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M017)
[67091-940] Winco Lidocaine Pain Patch 4% 5ct (Lidocaine Pain Patch 4%) -- **Product type:** Human Otc Drug  **Active ingredient:** LIDOCAINE  **Strength:** 4 g/100g  **Dosage form:** Patch  **Route:** Topical  **Labeler:** WINCO FOODS, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M017)  **Pharmacologic class:** Amide Local Anesthetic [EPC], Amides [CS], Antiarrhythmic [EPC], Local Anesthesia [PE]
[67091-941] Winco Muscle and Joint Pain Relief Gel 2oz (WINCO BENGAY VANISHING SCENT MUSCLE and JOINT PAIN RELIEF) -- **Product type:** Human Otc Drug  **Active ingredient:** MENTHOL  **Strength:** 25 mg/g  **Dosage form:** Gel  **Route:** Topical  **Labeler:** WINCO FOODS, LLC  **Marketing category:** OTC MONOGRAPH DRUG (M017)
[67108-3565] MESNEX (MESNA) -- **Product type:** Human Prescription Drug  **Active ingredient:** MESNA  **Strength:** 400 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Baxter Healthcare Company  **Marketing category:** NDA (NDA020855)  **Pharmacologic class:** Cytoprotective Agent [EPC]
[67133-001] Oxygen (Oxygen) -- **Product type:** Human Prescription Drug  **Active ingredient:** OXYGEN  **Strength:** 99 L/100L  **Dosage form:** Gas  **Route:** Respiratory (Inhalation)  **Labeler:** Fairmeadows Home Health Center  **Marketing category:** UNAPPROVED MEDICAL GAS
[67157-101] Ascor (Ascorbic Acid) -- **Product type:** Human Prescription Drug  **Active ingredient:** ASCORBIC ACID  **Strength:** 500 mg/mL  **Dosage form:** Injection  **Route:** Intravenous  **Labeler:** McGuff Pharmaceuticals, Inc.  **Marketing category:** NDA (NDA209112)  **Pharmacologic class:** Ascorbic Acid [CS], Vitamin C [EPC]
[67172-015] Chloraseptic Total Sore Throat and Cough, Sugar Free (Menthol and Benzocaine and Dextromethorphan Hydrobromide) -- **Product type:** Human Otc Drug  **Active ingredient:** BENZOCAINE; DEXTROMETHORPHAN HYDROBROMIDE; MENTHOL  **Strength:** 6; 5; 10 mg/1; mg/1; mg/1  **Dosage form:** Lozenge  **Route:** Oral  **Labeler:** Prestige Brands Holdings, Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M022)  **Pharmacologic class:** Allergens [CS], Cell-mediated Immunity [PE], Increased Histamine Release [PE], Sigma-1 Agonist [EPC], Sigma-1 Receptor Agonists [MoA], Standardized Chemical Allergen [EPC], Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC], Uncompetitive NMDA Receptor Antagonists [MoA]
[67172-016] Chloraseptic Total Sore Throat and Cough (Menthol and Benzocaine and Dextromethorphan Hydrobromide) -- **Product type:** Human Otc Drug  **Active ingredient:** BENZOCAINE; DEXTROMETHORPHAN HYDROBROMIDE; MENTHOL  **Strength:** 6; 5; 10 mg/1; mg/1; mg/1  **Dosage form:** Lozenge  **Route:** Oral  **Labeler:** Prestige Brands Holdings, Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M022)  **Pharmacologic class:** Allergens [CS], Cell-mediated Immunity [PE], Increased Histamine Release [PE], Sigma-1 Agonist [EPC], Sigma-1 Receptor Agonists [MoA], Standardized Chemical Allergen [EPC], Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC], Uncompetitive NMDA Receptor Antagonists [MoA]
[67172-017] Chloraseptic Warming Sore Throat (Benzocaine) -- **Product type:** Human Otc Drug  **Active ingredient:** BENZOCAINE  **Strength:** 15 mg/1  **Dosage form:** Lozenge  **Route:** Oral  **Labeler:** Prestige Brands Holdings, Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M022)  **Pharmacologic class:** Allergens [CS], Cell-mediated Immunity [PE], Increased Histamine Release [PE], Standardized Chemical Allergen [EPC]
[67172-018] Chloraseptic Warming Sore Throat (Benzocaine) -- **Product type:** Human Otc Drug  **Active ingredient:** BENZOCAINE  **Strength:** 15 mg/1  **Dosage form:** Lozenge  **Route:** Oral  **Labeler:** Prestige Brands Holdings, Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M022)  **Pharmacologic class:** Allergens [CS], Cell-mediated Immunity [PE], Increased Histamine Release [PE], Standardized Chemical Allergen [EPC]
[67172-021] CHLORASEPTIC (menthol and benzocaine) -- **Product type:** Human Otc Drug  **Active ingredient:** BENZOCAINE; MENTHOL  **Strength:** 6; 10 mg/1; mg/1  **Dosage form:** Lozenge  **Route:** Oral  **Labeler:** Prestige Brands Holdings, Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M022)  **Pharmacologic class:** Allergens [CS], Cell-mediated Immunity [PE], Increased Histamine Release [PE], Standardized Chemical Allergen [EPC]
[67172-022] CHLORASEPTIC (menthol and benzocaine) -- **Product type:** Human Otc Drug  **Active ingredient:** BENZOCAINE; MENTHOL  **Strength:** 6; 10 mg/1; mg/1  **Dosage form:** Lozenge  **Route:** Oral  **Labeler:** Prestige Brands Holdings, Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M022)  **Pharmacologic class:** Allergens [CS], Cell-mediated Immunity [PE], Increased Histamine Release [PE], Standardized Chemical Allergen [EPC]
[67172-023] Chloraspetic (menthol and benzocaine) -- **Product type:** Human Otc Drug  **Active ingredient:** BENZOCAINE; MENTHOL  **Strength:** 6; 10 mg/1; mg/1  **Dosage form:** Lozenge  **Route:** Oral  **Labeler:** Prestige Brands Holdings, Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M022)  **Pharmacologic class:** Allergens [CS], Cell-mediated Immunity [PE], Increased Histamine Release [PE], Standardized Chemical Allergen [EPC]
[67172-111] Chloraseptic Sore Throat Cherry (Phenol) -- **Product type:** Human Otc Drug  **Active ingredient:** PHENOL  **Strength:** 1.4 g/100mL  **Dosage form:** Spray  **Route:** Oral  **Labeler:** Prestige Brands Holdings, Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M022)
[67172-112] Chloraseptic Sore Throat Citrus (Phenol) -- **Product type:** Human Otc Drug  **Active ingredient:** PHENOL  **Strength:** 1.4 g/100mL  **Dosage form:** Spray  **Route:** Oral  **Labeler:** Prestige Brands Holdings, Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M022)
